Altitude,Latitude,Longitude,Injury.Severity,Aircraft.Damage,Number.of.Engines,Engine.Type,Purpose.of.Flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.Phase.of.Flight,Total.Passengers
209.1,44.483333,-88.133333,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,8,VMC,TAKEOFF,8
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,EXECUTIVE/CORPORATE,0,0,0,8,IMC,APPROACH,8
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,8,VMC,TAXI,8
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,8,VMC,TAXI,8
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,TURBO JET,PERSONAL,0,0,0,8,VMC,MANEUVERING,8
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,2,TURBO PROP,UNKNOWN,0,8,0,0,VMC,APPROACH,8
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,RECIPROCATING,UNKNOWN,0,0,0,8,VMC,TAXI,8
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,0,0,8,VMC,LANDING,8
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO FAN,EXECUTIVE/CORPORATE,0,0,0,8,VMC,TAXI,8
367.2,39.16472292,-96.61041184,FATAL,SUBSTANTIAL,4,UNKNOWN,UNKNOWN,7,0,0,0,,CRUISE,7
367.2,39.16472292,-96.61041184,FATAL,SUBSTANTIAL,2,TURBO PROP,PERSONAL,7,0,0,0,IMC,APPROACH,7
8.3,18.567223,-68.363333,FATAL,DESTROYED,4,UNKNOWN,UNKNOWN,7,0,0,0,,CRUISE,7
256.4,40.496111,-88.868056,FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,7,0,0,0,IMC,GO-AROUND,7
36.4,42.468889,-71.267778,FATAL,DESTROYED,2,TURBO FAN,EXECUTIVE/CORPORATE,7,0,0,0,VMC,TAKEOFF,7
1480.3,34.946389,69.265,FATAL,DESTROYED,4,TURBO JET,UNKNOWN,7,0,0,0,VMC,TAKEOFF,7
23.5,32.479723,-87.948055,FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,7,0,0,0,,APPROACH,7
214,35.533334,42.45,FATAL,DESTROYED,4,UNKNOWN,PERSONAL,7,0,0,0,,TAKEOFF,7
332.7,37.401944,-83.356111,FATAL,DESTROYED,2,RECIPROCATING,PERSONAL,7,0,0,0,IMC,APPROACH,7
185.2,42.866667,-72.242222,FATAL,DESTROYED,2,RECIPROCATING,PERSONAL,7,0,0,0,VMC,TAKEOFF,7
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,1,RECIPROCATING,OTHER WORK USE,7,0,0,0,VMC,DESCENT,7
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,1,RECIPROCATING,UNKNOWN,7,0,0,0,UNK,CRUISE,7
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,2,TURBO PROP,PERSONAL,7,0,0,0,VMC,CRUISE,7
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,2,RECIPROCATING,PERSONAL,7,0,0,0,VMC,APPROACH,7
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,2,TURBO PROP,EXECUTIVE/CORPORATE,6,1,0,0,VMC,CRUISE,7
133.3,33.871945,-117.786666,FATAL,DESTROYED,2,RECIPROCATING,PERSONAL,5,2,0,0,IMC,DESCENT,7
139.8,33.529445,-82.499722,FATAL,DESTROYED,2,TURBO FAN,EXECUTIVE/CORPORATE,5,2,0,0,VMC,GO-AROUND,7
1997.8,33.468611,-105.508611,FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,5,2,0,0,VMC,APPROACH,7
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,2,RECIPROCATING,UNKNOWN,5,2,0,0,IMC,CLIMB,7
211.3,-7.040555,-55.4025,FATAL,SUBSTANTIAL,4,UNKNOWN,UNKNOWN,4,3,0,0,UNK,APPROACH,7
26.4,15.062222,145.623611,FATAL,DESTROYED,1,RECIPROCATING,UNKNOWN,3,4,0,0,VMC,MANEUVERING,7
897,40.490833,85.679723,FATAL,SUBSTANTIAL,4,TURBO JET,BUSINESS,2,0,0,5,VMC,LANDING,7
897,40.490833,85.679723,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,2,0,0,5,VMC,TAKEOFF,7
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,1,RECIPROCATING,UNKNOWN,2,5,0,0,VMC,CRUISE,7
0,59.469167,-151.489166,FATAL,SUBSTANTIAL,4,RECIPROCATING,UNKNOWN,1,1,4,1,VMC,TAKEOFF,7
722.3,-23.509167,-46.637777,FATAL,DESTROYED,2,TURBO PROP,PERSONAL,1,6,0,0,,GO-AROUND,7
70.1,15.120278,145.73,FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,1,5,1,0,VMC,TAKEOFF,7
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,2,RECIPROCATING,UNKNOWN,1,3,3,0,VMC,TAKEOFF,7
3.2,34.423334,-119.836666,NON-FATAL,SUBSTANTIAL,4,TURBO PROP,FERRY,0,0,0,7,VMC,TAKEOFF,7
315.4,36.058889,-85.527778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,7,VMC,TAKEOFF,7
37.9,60.778611,-161.837222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,7,VMC,TAXI,7
416.2,33.307778,-111.655556,NON-FATAL,MINOR,1,TURBO PROP,PERSONAL,0,0,0,7,VMC,TAXI,7
250,59.19,-155.15,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,OTHER WORK USE,0,0,2,5,VMC,TAKEOFF,7
26.6,59.325,-155.900833,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,1,6,VMC,TAKEOFF,7
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,7,,GO-AROUND,7
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,4,UNKNOWN,UNKNOWN,0,0,0,7,VMC,LANDING,7
0,55.216945,-132.233611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,6,1,VMC,LANDING,7
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,4,UNKNOWN,UNKNOWN,0,0,0,7,,LANDING,7
64.3,15.117778,145.726111,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,0,0,7,VMC,TAKEOFF,7
39.1,37.333334,-121.819167,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,7,VMC,TAXI,7
39.1,37.333334,-121.819167,NON-FATAL,MINOR,1,RECIPROCATING,PERSONAL,0,0,0,7,VMC,TAXI,7
541,55.531945,-130.591111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,5,2,VMC,TAKEOFF,7
1287.8,40.798889,-111.995555,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,PERSONAL,0,0,0,7,VMC,APPROACH,7
278.1,46.839166,-96.664167,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,3,4,IMC,GO-AROUND,7
277.2,59.204722,-154.970278,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,OTHER WORK USE,0,4,3,0,VMC,TAKEOFF,7
,28.8,-67.6,NON-FATAL,DESTROYED,2,TURBO FAN,UNKNOWN,0,1,0,6,VMC,CRUISE,7
2727.9,37.953333,-107.909444,NON-FATAL,SUBSTANTIAL,4,TURBO FAN,UNKNOWN,0,0,0,7,IMC,LANDING,7
195.4,42.114167,-87.901667,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,PERSONAL,0,0,0,7,VMC,LANDING,7
42.5,39.174167,-76.671389,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,BUSINESS,0,0,0,7,VMC,LANDING,7
14.1,18.134722,-65.493611,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,0,0,7,VMC,LANDING,7
1975.7,39.642777,-106.915833,INCIDENT,MINOR,2,TURBO FAN,EXECUTIVE/CORPORATE,0,0,0,7,VMC,TAKEOFF,7
8.2,18.245277,-65.643333,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,0,1,6,VMC,TAXI,7
277.1,59.206389,-154.970556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,BUSINESS,0,0,0,7,VMC,LANDING,7
166.2,43.119167,-77.667223,INCIDENT,MINOR,2,TURBO FAN,EXECUTIVE/CORPORATE,0,0,0,7,VMC,TAKEOFF,7
629.5,35.465278,-99.394722,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,BUSINESS,0,0,0,7,IMC,APPROACH,7
1790.7,34.566667,69.201389,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,PUBLIC AIRCRAFT,0,0,0,7,VMC,LANDING,7
156.1,62.35,-150.283333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,7,VMC,CLIMB,7
97.7,32.609167,-82.37,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,7,VMC,APPROACH,7
381.3,61.2,-149.5,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,7,VMC,LANDING,7
33.6,30.510278,-89.147222,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,7,VMC,LANDING,7
195.4,41.6625,-88.364444,NON-FATAL,SUBSTANTIAL,4,RECIPROCATING,POSITIONING,0,0,1,6,VMC,TAKEOFF,7
734,35.890277,-100.402222,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,BUSINESS,0,0,4,3,IMC,LANDING,7
3.2,35.918889,-75.695277,NON-FATAL,SUBSTANTIAL,2,TURBO JET,EXECUTIVE/CORPORATE,0,0,7,0,IMC,LANDING,7
260.3,59.14,-155.555,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,OTHER WORK USE,0,0,0,7,VMC,TAKEOFF,7
4.7,47.53,-122.301944,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,PERSONAL,0,0,1,6,IMC,TAXI,7
95.3,43.988333,-76.019723,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,0,0,7,VMC,APPROACH,7
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,UNKNOWN,BUSINESS,0,0,0,7,VMC,TAKEOFF,7
163.2,38.748611,-90.37,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,7,VMC,LANDING,7
1.5,41.163333,-73.126111,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,EXECUTIVE/CORPORATE,0,0,0,7,IMC,LANDING,7
5.9,34.276389,-77.890555,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,PERSONAL,0,0,0,7,IMC,GO-AROUND,7
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,PUBLIC AIRCRAFT,0,0,0,7,VMC,LANDING,7
305.2,33.420278,-112.686111,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,7,VMC,TAXI,7
23,59.044722,-158.505556,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,7,IMC,TAKEOFF,7
0,56.186944,-157.385555,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,7,VMC,LANDING,7
184.7,35.880556,-86.380556,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,BUSINESS,0,0,0,7,VMC,LANDING,7
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,7,VMC,TAKEOFF,7
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,RECIPROCATING,UNKNOWN,0,0,0,7,VMC,APPROACH,7
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,1,RECIPROCATING,UNKNOWN,0,0,3,4,VMC,TAKEOFF,7
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,7,VMC,TAKEOFF,7
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,6,VMC,DESCENT,7
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO PROP,EXECUTIVE/CORPORATE,0,0,0,7,VMC,CRUISE,7
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,7,VMC,CRUISE,7
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,7,VMC,CRUISE,7
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,RECIPROCATING,UNKNOWN,0,0,0,7,VMC,TAKEOFF,7
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,EXECUTIVE/CORPORATE,0,0,0,7,VMC,TAXI,7
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,7,VMC,LANDING,7
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,4,TURBO JET,FERRY,0,0,0,7,VMC,LANDING,7
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,0,0,7,IMC,LANDING,7
367.2,39.16472292,-96.61041184,INCIDENT,DESTROYED,2,TURBO PROP,UNKNOWN,0,0,0,7,VMC,CRUISE,7
367.2,39.16472292,-96.61041184,NON-FATAL,DESTROYED,2,TURBO PROP,UNKNOWN,0,5,2,0,IMC,APPROACH,7
938.2,19.251111,-101.123056,FATAL,SUBSTANTIAL,4,UNKNOWN,UNKNOWN,6,0,0,0,,CRUISE,6
565.5,30.0375,-99.185833,FATAL,SUBSTANTIAL,2,RECIPROCATING,BUSINESS,6,0,0,0,VMC,APPROACH,6
465.7,33.635555,-111.897777,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,6,0,0,0,VMC,TAKEOFF,6
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,4,UNKNOWN,UNKNOWN,6,0,0,0,,TAKEOFF,6
173.8,41.554722,-81.703333,FATAL,DESTROYED,2,TURBO FAN,PERSONAL,6,0,0,0,VMC,TAKEOFF,6
41.2,-3.072223,-60.011389,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,6,0,0,0,VMC,TAKEOFF,6
22.9,38.262778,-77.453056,FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,6,0,0,0,VMC,TAKEOFF,6
143.4,39.180278,-77.180556,FATAL,DESTROYED,2,TURBO JET,PERSONAL,6,0,0,0,IMC,APPROACH,6
28.2,27.823056,-81.477223,FATAL,SUBSTANTIAL,1,TURBO PROP,PERSONAL,6,0,0,0,IMC,CLIMB,6
1453.7,33.439166,-111.450556,FATAL,DESTROYED,2,TURBO PROP,PERSONAL,6,0,0,0,VMC,CRUISE,6
221.9,38.343333,-82.556111,FATAL,DESTROYED,2,RECIPROCATING,PERSONAL,6,0,0,0,IMC,MANEUVERING,6
199.8,41.333056,-83.161111,FATAL,SUBSTANTIAL,1,RECIPROCATING,OTHER WORK USE,6,0,0,0,VMC,APPROACH,6
385.3,36.463333,-80.550833,FATAL,SUBSTANTIAL,2,TURBO PROP,PERSONAL,6,0,0,0,IMC,GO-AROUND,6
176.7,43.036666,-87.856389,FATAL,DESTROYED,2,TURBO FAN,UNKNOWN,6,0,0,0,VMC,CLIMB,6
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,6,0,0,0,IMC,CRUISE,6
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,2,TURBO PROP,BUSINESS,6,0,0,0,VMC,TAKEOFF,6
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,6,0,0,0,VMC,CRUISE,6
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,6,0,0,0,VMC,CRUISE,6
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,6,0,0,0,IMC,MANEUVERING,6
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,2,RECIPROCATING,PERSONAL,6,0,0,0,VMC,CRUISE,6
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,4,TURBO JET,UNKNOWN,6,0,0,0,UNK,APPROACH,6
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,6,0,0,0,VMC,CLIMB,6
257.6,42.780278,-84.606111,FATAL,SUBSTANTIAL,1,TURBO PROP,BUSINESS,5,1,0,0,IMC,APPROACH,6
13.9,33.817223,-118.156389,FATAL,SUBSTANTIAL,2,TURBO PROP,PERSONAL,5,1,0,0,VMC,TAKEOFF,6
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,2,TURBO FAN,UNKNOWN,4,2,0,0,VMC,TAKEOFF,6
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,1,RECIPROCATING,UNKNOWN,4,1,1,0,VMC,CRUISE,6
367.2,39.16472292,-96.61041184,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,4,1,1,0,IMC,TAKEOFF,6
398.7,20.773056,-156.944444,FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,3,3,0,0,VMC,TAKEOFF,6
1690,40.076667,-105.270556,FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,3,0,0,3,VMC,CRUISE,6
1527.7,44.888611,-116.101667,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,3,1,2,0,VMC,APPROACH,6
1527.7,44.888611,-116.101667,FATAL,DESTROYED,1,RECIPROCATING,PERSONAL,3,1,2,0,VMC,APPROACH,6
210.9,41.7,-73.729167,FATAL,DESTROYED,2,RECIPROCATING,BUSINESS,2,3,1,0,VMC,TAKEOFF,6
1021.7,9.955556,-84.123334,FATAL,DESTROYED,4,UNKNOWN,UNKNOWN,2,2,2,0,,TAKEOFF,6
2010.4,40.483889,-107.228611,FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,2,4,0,0,IMC,GO-AROUND,6
367.2,39.16472292,-96.61041184,FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,2,0,4,0,VMC,CRUISE,6
224.6,45.865,-84.637222,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,6,VMC,LANDING,6
38.2,60.776667,-161.838611,NON-FATAL,DESTROYED,1,TURBO PROP,UNKNOWN,0,0,6,0,VMC,GO-AROUND,6
367.2,39.16472292,-96.61041184,INCIDENT,DESTROYED,4,UNKNOWN,UNKNOWN,0,0,0,6,,LANDING,6
188.7,33.051111,-97.231945,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,1,3,2,VMC,TAKEOFF,6
1253,31.880556,-106.703333,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,6,VMC,TAKEOFF,6
16.1,59.796944,-154.129723,NON-FATAL,SUBSTANTIAL,4,RECIPROCATING,UNKNOWN,0,0,0,6,VMC,LANDING,6
12.1,34.226389,-77.944722,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,BUSINESS,0,0,0,6,VMC,CRUISE,6
,14.061667,87.216945,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,EXECUTIVE/CORPORATE,0,0,6,0,VMC,LANDING,6
367.2,39.16472292,-96.61041184,NON-FATAL,SUBSTANTIAL,4,UNKNOWN,UNKNOWN,0,0,0,6,,LANDING,6
,72.300833,-148.794722,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,1,0,5,VMC,TAKEOFF,6
34.2,33.945,-118.408056,NON-FATAL,MINOR,2,TURBO FAN,UNKNOWN,0,1,0,5,VMC,STANDING,6
57,48.971389,2.446666,INCIDENT,MINOR,4,UNKNOWN,UNKNOWN,0,0,0,6,,LANDING,6
117.4,41.929167,-71.485277,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,BUSINESS,0,0,0,6,IMC,LANDING,6
25.6,41.167778,-71.583611,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,6,VMC,LANDING,6
145.2,-5.893611,-76.116389,INCIDENT,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,0,0,6,,LANDING,6
1039.5,47.493611,-111.281389,NON-FATAL,SUBSTANTIAL,2,UNKNOWN,UNKNOWN,0,1,0,5,IMC,DESCENT,6
1514.8,40.104167,-104.701944,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,PERSONAL,0,0,0,6,VMC,LANDING,6
1298.5,36.926111,-111.448333,INCIDENT,MINOR,1,TURBO PROP,UNKNOWN,0,0,0,6,VMC,TAKEOFF,6
161,41.138333,27.919167,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,6,,TAKEOFF,6
110.5,62.324723,-150.089166,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,1,1,4,VMC,APPROACH,6
0,24.556111,-81.771945,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,4,2,VMC,APPROACH,6
702.4,31.841944,-101.011667,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,6,VMC,LANDING,6
2954,28,98,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,BUSINESS,0,0,5,1,VMC,GO-AROUND,6
203.2,35.018334,-80.620278,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,PERSONAL,0,0,0,6,VMC,TAKEOFF,6
5.2,58.990277,-153.573056,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,6,VMC,TAKEOFF,6
646.5,36.074723,-115.151389,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,PERSONAL,0,0,0,6,VMC,TAXI,6
29.5,28.844444,-96.904722,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,BUSINESS,0,5,1,0,VMC,TAKEOFF,6
2306.8,37.706389,-112.145833,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,PERSONAL,0,0,0,6,VMC,TAKEOFF,6
2.5,27.905,-82.687222,INCIDENT,MINOR,2,TURBO PROP,BUSINESS,0,0,0,6,VMC,LANDING,6
311.3,44.95,-94.066945,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,BUSINESS,0,0,0,6,VMC,APPROACH,6
442.3,46.820834,-96.009722,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,PERSONAL,0,0,0,6,IMC,TAKEOFF,6
28.9,60.570556,-151.244722,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,3,3,VMC,APPROACH,6
5.9,55.607778,-130.71,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,6,VMC,TAKEOFF,6
58.7,35.38,-78.732223,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,1,5,VMC,TAKEOFF,6
37.5,61.167778,-150.021111,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,0,6,VMC,LANDING,6
30.1,61.173334,-149.983334,NON-FATAL,DESTROYED,4,TURBO FAN,UNKNOWN,0,2,0,4,VMC,CRUISE,6
4.6,59.8725,-163.167778,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,3,3,VMC,TAKEOFF,6
1569,37.016667,-110.206944,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,3,3,0,VMC,TAKEOFF,6
12.1,29.640555,-95.273889,NON-FATAL,SUBSTANTIAL,2,TURBO JET,UNKNOWN,0,0,0,6,IMC,LANDING,6
179.8,39.844166,-89.678056,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,2,4,VMC,APPROACH,6
4,59.932778,-164.030278,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,UNKNOWN,0,0,0,6,VMC,LANDING,6
2.8,40.639722,-73.778889,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,BUSINESS,0,0,0,6,VMC,TAXI,6
449.3,42.597222,-95.240555,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,EXECUTIVE/CORPORATE,0,0,0,6,VMC,LANDING,6
60.4,45.246944,-122.77,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,6,VMC,LANDING,6
155.1,42.118889,-73.694722,NON-FATAL,DESTROYED,1,TURBO PROP,UNKNOWN,0,0,0,6,VMC,CLIMB,6
367.2,39.16472292,-96.61041184,INCIDENT,MINOR,2,TURBO FAN,UNKNOWN,0,0,6,0,,LANDING,6
1383.3,38.754722,-109.754722,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,0,6,VMC,LANDING,6
5.2,64.512222,-165.445,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,1,5,0,IMC,APPROACH,6
1613.6,38.943611,-108.349722,NON-FATAL,MINOR,1,RECIPROCATING,PUBLIC AIRCRAFT,0,0,0,6,VMC,CLIMB,6
1613.6,38.943611,-108.349722,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,6,VMC,DESCENT,6
163.2,38.748611,-90.37,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,UNKNOWN,0,0,0,6,VMC,TAXI,6
8,59.960833,-162.881389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,UNKNOWN,0,0,2,4,VMC,TAKEOFF,6
332.9,56.95,-158,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,BUSINESS,0,0,0,6,VMC,LANDING,6
,46.573056,-37.768334,INCIDENT,DESTROYED,4,TURBO PROP,PUBLIC AIRCRAFT,0,0,0,6,IMC,MANEUVERING,6
48.8,33.220556,-87.611389,NON-FATAL,SUBSTANTIAL,2,RECIPROCATING,UNKNOWN,0,0,0,6,VMC,TAXI,6
17.7,40.843333,-72.631667,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,0,6,IMC,LANDING,6
129.4,21.150278,-157.096666,NON-FATAL,SUBSTANTIAL,2,TURBO PROP,POSITIONING,0,1,0,5,VMC,DESCENT,6
655.3,36.227222,-115.171389,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,6,VMC,DESCENT,6
28.2,48.521945,-123.024445,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,6,VMC,TAKEOFF,6
2384.4,38.844722,-119.497222,NON-FATAL,SUBSTANTIAL,2,TURBO FAN,UNKNOWN,0,0,3,3,VMC,DESCENT,6
5.2,31.735277,-81.440277,NON-FATAL,SUBSTANTIAL,1,TURBO PROP,BUSINESS,0,0,0,6,VMC,TAKEOFF,6
1797.7,39.32,-120.139444,NON-FATAL,SUBSTANTIAL,1,RECIPROCATING,PERSONAL,0,0,0,6,VMC,APPROACH,6
